book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
3697,316123358,9780316123360.0,Joe Abercrombie,2011.0,The Heroes,"The Heroes (First Law World, #5)",eng,4.26,24964
3699,048641423X,9780486414230.0,Oscar Wilde,1893.0,An Ideal Husband,An Ideal Husband,en-US,4.03,29952
3701,1476792488,9781476792480.0,Anna Todd,2014.0,After,"After (After, #1)",eng,3.74,32027
3702,778325342,9780778325340.0,Maria V. Snyder,2008.0,Fire Study,"Fire Study (Study, #3)",en-US,3.95,40523
3703,99282194,9780099282200.0,Philip Roth,2000.0,The Human Stain,"The Human Stain (The American Trilogy, #3)",eng,3.84,21724
3704,1442495995,9781442496000.0,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014.0,The Bane Chronicles,The Bane Chronicles,eng,4.2,36885
3705,446699543,9780446699550.0,Michael Connelly,2004.0,The Narrows,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)",eng,4.09,26274
3707,1401307787,9781401307780.0,Jon Kabat-Zinn,1994.0,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",en-US,4.11,24259
3708,802142443,9780802142440.0,"Banana Yoshimoto, Megan Backus",1988.0,キッチン [Kitchen],Kitchen,eng,3.83,25797
3709,312999526,9780312999520.0,Eric Van Lustbader,2003.0,Robert Ludlum's The Bourne Legacy,"The Bourne Legacy (Jason Bourne, #4)",eng,3.86,23352
3710,743474155,9780743474150.0,Judith McNaught,1989.0,A Kingdom of Dreams ,"A Kingdom of Dreams (Westmoreland, #1)",eng,4.25,34308
3711,316056219,9780316056210.0,Paolo Bacigalupi,2010.0,Ship Breaker,"Ship Breaker (Ship Breaker, #1)",eng,3.74,31911
3712,439650763,9780439650760.0,Suzanne Collins,2004.0,Gregor and the Prophecy of Bane,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",eng,4.17,29586
3713,316159786,9780316159780.0,"James Patterson, Peter de Jonge",2006.0,Beach Road,Beach Road,eng,3.81,27240
3715,140435123,9780140435120.0,"Charles Dickens, Mark Ford",1839.0,Nicholas Nickleby,Nicholas Nickleby,eng,3.89,30272
3716,345506405,9780345506400.0,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008.0,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),"Dean Koontz's Frankenstein, Volume 1: Prodigal Son",eng,4.09,25349
3717,143037498,9780143037490.0,"Jean-Jacques Rousseau, Maurice Cranston",1762.0,Du contrat social: ou Principes du droit politique,The Social Contract,eng,3.75,24397
3718,1416905855,9781416905850.0,Laurie Halse Anderson,2008.0,Chains,"Chains (Seeds of America, #1)",eng,4.09,32493
3719,9871144261,9789871144270.0,Ernesto Sabato,1948.0,El túnel,El túnel,spa,4.04,23161
3720,451528816,9780451528810.0,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",1787.0,The Federalist,The Federalist Papers,eng,4.05,24648
3722,1609452860,9781609452860.0,"Elena Ferrante, Ann Goldstein",2014.0,Storia della bambina perduta,"The Story of the Lost Child (The Neapolitan Novels, #4)",eng,4.39,21358
3723,786838183,9780786838190.0,E. Lockhart,2008.0,The Disreputable History of Frankie Landau-Banks,The Disreputable History of Frankie Landau-Banks,en-US,3.82,35300
3724,143145444,9780143145450.0,"Sarah Blake, Orlagh Cassidy",2009.0,The Postmistress,The Postmistress,eng,3.3,30320
3725,316187704,9780316187700.0,Michael J. Sullivan,2010.0,Rise of Empire,"Rise of Empire (The Riyria Revelations, #3-4)",eng,4.35,25757
3726,1416913629,9781416913630.0,Nic Sheff,2008.0,Tweak: Growing Up On Methamphetamines,Tweak: Growing Up On Methamphetamines,en-US,3.93,23544
3727,316098795,9780316098790.0,Daniel O'Malley,2012.0,The Rook,"The Rook (The Checquy Files, #1)",eng,4.12,27569
3728,803731531,9780803731530.0,Frank Beddor,2004.0,The Looking Glass Wars,"The Looking Glass Wars (The Looking Glass Wars, #1)",en-US,3.93,34581
3729,1416549129,9781416549120.0,Philippa Gregory,2008.0,The Other Queen,"The Other Queen (The Plantagenet and Tudor Novels, #15)",eng,3.62,32105
3730,61843407,9780061843400.0,Joyce Maynard,2009.0,Labor Day,Labor Day,en-GB,3.55,23043
3731,385611072,9780385611080.0,Terry Pratchett,2010.0,I Shall Wear Midnight,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",eng,4.35,30945
3733,812993012,9780812993010.0,"Ed Catmull, Amy Wallace",2009.0,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",eng,4.24,25488
3734,810959542,9780810959540.0,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1995.0,El diario de Frida Kahlo: Un íntimo autorretrato ,The Diary of Frida Kahlo: An Intimate Self-Portrait,eng,3.88,25038
3735,452253802,9780452253800.0,"Stephen King, Bernie Wrightson, Michele Wrightson",1982.0,Creepshow,Creepshow,en-US,4.06,27690
3737,1841580651,9781841580650.0,Jeff Shaara,1996.0,Gods and Generals,"Gods and Generals (The Civil War Trilogy, #1)",eng,4.05,25515
3738,373773102,9780373773110.0,Gena Showalter,2008.0,The Darkest Pleasure,The Darkest Pleasure (Lords of the Underworld #3),eng,4.28,38040
3739,312368577,9780312368580.0,Madeleine L'Engle,1986.0,Many Waters,"Many Waters (A Wrinkle in Time Quintet, #4)",en-US,4.01,33049
3740,805017585,9780805017590.0,"Bill Martin Jr., Eric Carle",2003.0,"Panda Bear, Panda Bear, What Do You See?","Panda Bear, Panda Bear, What Do You See?",en-US,4.21,27402
3741,553807250,9780553807260.0,Lisa Gardner,2011.0,Love You More,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",eng,4.15,27629
3742,439796636,9780439796640.0,Michael Morpurgo,1982.0,War Horse,"War Horse (War Horse, #1)",eng,4.13,24952
3744,156029022,9780156029020.0,Dennis Lehane,1994.0,A Drink Before the War,"A Drink Before the War (Kenzie & Gennaro, #1)",en-US,3.96,25800
3745,312368461,9780312368460.0,Chelsea Cain,2007.0,Heartsick,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",eng,3.92,27974
3746,1609089464,9781609089470.0,Julianne Donaldson,2012.0,Edenbrooke,"Edenbrooke (Edenbrooke, #1)",eng,4.34,28536
3747,62257838,9780062257830.0,Kathleen Tessaro,2013.0,The Perfume Collector,The Perfume Collector,eng,3.97,22544
3750,765354950,9780765354950.0,"Douglas Preston, Lincoln Child",1997.0,Reliquary,"Reliquary (Pendergast, #2)",en-US,4.0,27362
3751,140006872X,9781400068720.0,Gabrielle Hamilton,2001.0,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef","Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",en-US,3.71,24531
3753,439827604,9780439827610.0,J.K. Rowling,2005.0,"Harry Potter Collection (Harry Potter, #1-6)","Harry Potter Collection (Harry Potter, #1-6)",eng,4.73,24618
3754,586010165,9780586010170.0,Isaac Asimov,1957.0,The Naked Sun,The Naked Sun (Robot #2),en-US,4.12,26532
3755,974607800,9780974607800.0,Herman Melville,1853.0,"Bartleby, the Scrivener: A Story of Wall Street",Bartleby the Scrivener,eng,3.9,26265
3756,1501111671,9781501111680.0,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054
3757,374173958,9780374173950.0,"Lars Kepler, Ann Long",2009.0,Hypnotisören,"The Hypnotist (Joona Linna, #1)",eng,3.63,23690
3758,345338588,9780345338590.0,Piers Anthony,1983.0,On a Pale Horse,"On a Pale Horse (Incarnations of Immortality, #1)",en-US,4.13,29492
3760,7165161,9780007165160.0,Sidney Sheldon,1985.0,The Sands of Time,Are You Afraid of the Dark?,eng,3.64,21443
3761,60989157,9780060989160.0,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",2001.0,The Dirt: Confessions of the World's Most Notorious Rock Band,The Dirt: Confessions of the World's Most Notorious Rock Band,en-GB,4.16,22482
3762,7169973,9780007169980.0,"Theo LeSieg, Roy McKie",1961.0,Ten Apples Up on Top,Ten Apples Up On Top!,eng,4.11,28034
3763,451527704,9780451527710.0,"Theodore Dreiser, Richard R. Lingeman",1925.0,An American Tragedy ,An American Tragedy,eng,3.94,25665
3764,684862212,9780684862220.0,Ernest Hemingway,1938.0,The Snows of Kilimanjaro and Other Stories,The Snows of Kilimanjaro and Other Stories,eng,3.88,21365
3766,031609966X,9780316099660.0,Elin Hilderbrand,2011.0,Silver Girl,Silver Girl,en-US,3.87,24819
3767,425190374,9780425190370.0,Alice Hoffman,1995.0,Practical Magic,Practical Magic,eng,3.8,32994
3768,034553364X,9780345533650.0,Kevin Hearne,2012.0,Trapped ,"Trapped (The Iron Druid Chronicles, #5)",eng,4.28,27544
3769,439474299,9780439474290.0,Jenny Nimmo,2002.0,Midnight for Charlie Bone,"Midnight for Charlie Bone (The Children of the Red King, #1)",en-US,3.79,32917
3770,553499114,9780553499120.0,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",eng,4.32,44500
3771,812521390,9780812521400.0,Glen Cook,1984.0,The Black Company,"The Black Company (The Chronicles of the Black Company, #1)",eng,3.96,27392
3772,316954993,9780316954990.0,Herman Wouk,1978.0,War and Remembrance,"War and Remembrance (The Henry Family, #2)",eng,4.38,26633
3773,1567921892,9781567921890.0,"Susan Hill, John Lawrence",1983.0,The Woman in Black,The Woman in Black,eng,3.68,24200
3774,64402754,9780064402750.0,Barbara Robinson,1972.0,The Best Christmas Pageant Ever,The Best Christmas Pageant Ever (The Herdmans #1),en-US,4.18,32516
3776,385333765,9780385333760.0,James Clavell,1962.0,King Rat,"King Rat (Asian Saga, #4)",eng,4.1,25071
3777,61449156,9780061449150.0,Michael  Grant,2012.0,Fear,"Fear (Gone, #5)",en-US,4.25,33178
3779,99642611,9780099642620.0,Frederick Forsyth,1984.0,The Fourth Protocol,The Fourth Protocol,en-GB,3.99,24896
3780,770429459,9780770429450.0,Diana Gabaldon,2003.0,Lord John and the Private Matter,"Lord John and the Private Matter (Lord John Grey, #1)",eng,3.66,28653
3781,373210264,9780373210270.0,Aimee Carter,2011.0,The Goddess Test,"The Goddess Test (Goddess Test, #1)",eng,3.83,44328
3782,1594489254,9781594489260.0,Steven Johnson,2006.0,The Ghost Map,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World",eng,3.91,24895
3783,62048503,9780062048510.0,Anna Carey,2011.0,Eve,"Eve (Eve, #1)",en-US,3.69,34746
3784,1455521205,9781455521200.0,David Baldacci,2014.0,The Target,"The Target (Will Robie, #3)",eng,4.04,18115
3785,141187166,9780141187170.0,Susan Sontag,1973.0,On Photography,On Photography,eng,3.84,22611
3786,074327041X,9780743270410.0,Vince Flynn,2007.0,Protect and Defend,"Protect and Defend (Mitch Rapp, #10)",en-US,4.34,23952
3787,140244824,9780140244820.0,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034
3788,1400080665,9781400080660.0,Erik Larson,2006.0,Thunderstruck,Thunderstruck,en-US,3.67,24760
3789,385520697,9780385520690.0,Michio Kaku,2008.0,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel","Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",eng,4.07,22251
3790,006440630X,9780064406310.0,Karen Cushman,1995.0,The Midwife's Apprentice,The Midwife's Apprentice,eng,3.71,33217
3791,1841954314,9781841954320.0,Michel Faber,2002.0,The Crimson Petal and the White,The Crimson Petal and the White,eng,3.87,24932
3792,385520514,9780385520520.0,Mark Haddon,2006.0,A Spot of Bother,A Spot of Bother,eng,3.46,23676
3793,1595143211,9781595143210.0,Richelle Mead,2014.0,Silver Shadows,"Silver Shadows (Bloodlines, #5)",en-US,4.37,38152
3794,552998761,9780552998760.0,Armistead Maupin,1978.0,Tales of the City,"Tales of the City (Tales of the City, #1)",eng,4.06,23666
3795,7157169,9780007157170.0,C.S. Lewis,1943.0,Perelandra,"Perelandra (Space Trilogy, #2)",en-US,3.97,26791
3796,1416950079,9781416950070.0,Ellen Hopkins,2009.0,Tricks,"Tricks (Tricks, #1)",eng,4.29,28687
3798,316187712,9780316187720.0,Michael J. Sullivan,2012.0,Heir of Novron,"Heir of Novron (The Riyria Revelations, #5-6)",eng,4.46,25185
3799,809594080,9780809594080.0,Washington Irving,1820.0,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,eng,3.74,25433
3800,425224201,9780425224200.0,Julie James,2008.0,Just the Sexiest Man Alive,Just the Sexiest Man Alive,en-US,3.94,36473
3801,316036269,9780316036270.0,"James Patterson, Maxine Paetro",2011.0,10th Anniversary,"10th Anniversary (Women's Murder Club, #10)",eng,4.05,27052
3802,755309510,9780755309510.0,Victoria Hislop,2005.0,The Island,The Island,en-GB,3.99,23415
3803,553804812,9780553804810.0,Dean Koontz,1989.0,The Good Guy,The Good Guy,eng,3.81,27061
3804,042520992X,9780425209930.0,Dean Koontz,1980.0,Whispers,Whispers,en-US,3.9,26304
3805,385342314,9780385342320.0,Alan Bradley,2010.0,The Weed That Strings the Hangman's Bag,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",eng,3.99,33519
3806,425203891,9780425203900.0,Dean Koontz,1992.0,Hideaway,Hideaway,eng,3.82,27511
3807,312956738,9780312956740.0,"Ian Rankin, Mircea Pricăjan",1987.0,Knots & Crosses,"Knots and Crosses (Inspector Rebus, #1)",eng,3.83,26055
3809,1582404135,9781582404130.0,"Robert Kirkman, Charlie Adlard",2004.0,"The Walking Dead, Vol. 2: Miles Behind Us","The Walking Dead, Vol. 02: Miles Behind Us",en-GB,4.25,26082
3810,1591842336,9781591842330.0,Seth Godin,2008.0,Tribes: We Need You to Lead Us,Tribes: We Need You to Lead Us,en-US,3.84,23803
3811,60858796,9780060858800.0,Marya Hornbacher,1997.0,Wasted: A Memoir of Anorexia and Bulimia ,Wasted: A Memoir of Anorexia and Bulimia,eng,3.99,25452
3814,61138037,9780061138030.0,Kim Harrison,2010.0,Black Magic Sanction,"Black Magic Sanction (The Hollows, #8)",eng,4.39,36216
3815,1609611543,9781609611540.0,William  Davis,2011.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ","Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",eng,3.71,21263
3817,345350804,9780345350800.0,"H.P. Lovecraft, August Derleth, Robert Bloch",1963.0,The Best of H.P. Lovecraft ,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,eng,4.31,25841
3818,60548258,9780060548250.0,Mary  Stewart,1970.0,The Crystal Cave,"The Crystal Cave (Arthurian Saga, #1)",en-US,4.12,34643
3819,61138061,9780061138060.0,Kim Harrison,2011.0,Pale Demon,"Pale Demon (The Hollows, #9)",en-US,4.45,35141
3820,141182342,9780141182350.0,"H.P. Lovecraft, S.T. Joshi",1926.0,The Call of Cthulhu and Other Weird Stories,The Call of Cthulhu and Other Weird Stories,en-US,4.25,25663
3821,399142789,9780399142790.0,Neale Donald Walsch,1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",eng,4.15,21977
3822,1476785651,9781476785650.0,"Felicia Day, Joss Whedon",2015.0,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost),eng,4.14,28276
3823,316120553,9780316120560.0,"James Patterson, Michael Ledwidge",2011.0,Now You See Her,Now You See Her,en-US,3.98,23426
3824,425150984,9780425150990.0,J.D. Robb,1995.0,Glory in Death,"Glory in Death (In Death, #2)",eng,4.25,35158
3825,785165622,9780785165620.0,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",2013.0,"Hawkeye, Volume 1: My Life as a Weapon","Hawkeye, Volume 1: My Life as a Weapon",eng,4.17,31993
3827,1401223176,9781401223180.0,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",2002.0,Absolute Batman Hush,Batman: Hush,eng,4.29,24125
3828,375713271,9780375713280.0,"Haruki Murakami, Jay Rubin",2000.0,神の子どもたちはみな踊る,After the Quake,eng,3.78,22682
3829,316018783,9780316018780.0,James Patterson,2009.0,"I, Alex Cross","I, Alex Cross (Alex Cross, #16)",eng,3.98,27046
3830,64409597,9780064409600.0,Sharon Creech,2001.0,Love That Dog,"Love That Dog (Jack, #1)",en-US,4.01,30254
3831,452281903,9780452281900.0,Dave Pelzer,1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3),en-US,3.87,23605
3832,515142816,9780515142820.0,Laurell K. Hamilton,2006.0,"Danse Macabre (Anita Blake, Vampire Hunter, #14)","Danse Macabre (Anita Blake, Vampire Hunter, #14)",eng,3.81,36848
3833,809599813,9780809599810.0,Edgar Rice Burroughs,1912.0,Tarzan of the Apes,"Tarzan of the Apes (Tarzan, #1)",eng,3.88,27529
3835,451221257,9780451221250.0,Jen Lancaster,2007.0,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?","Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?",eng,4.07,26690
3836,074974801X,9780749748010.0,Enid Blyton,1943.0,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)",eng,4.29,26364
3837,385491034,9780385491040.0,Margaret Atwood,1993.0,The Robber Bride,The Robber Bride,eng,3.82,29797
3838,044640103X,9780446401040.0,Larissa Ione,2008.0,Pleasure Unbound,"Pleasure Unbound (Demonica, #1)",eng,4.07,40836
3839,553589393,9780553589400.0,Lara Adrian,2007.0,Midnight Awakening ,"Midnight Awakening (Midnight Breed, #3)",eng,4.25,34491
3841,312379293,9780312379290.0,Jeffrey Archer,2008.0,A Prisoner of Birth,A Prisoner of Birth,en-US,4.09,21932
3842,1416983090,9781416983100.0,Christopher Pike,2010.0,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",en-US,4.06,26045
3844,618001905,9780618001900.0,Adam Hochschild,1998.0,King Leopold's Ghost,King Leopold's Ghost,en-US,4.15,25021
3846,1451635753,9781451635750.0,"Jodi Picoult, Samantha van Leer",2012.0,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,3.58,29791
3847,778329860,9780778329860.0,Diane Chamberlain,2011.0,The Midwife's Confession,The Midwife's Confession,eng,4.05,24283
3849,375424148,9780375424140.0,Craig Thompson,2011.0,Habibi,Habibi,eng,4.04,27673
3850,316196991,9780316196990.0,Anthony Horowitz,2011.0,The House of Silk,"The House of Silk (Sherlock Holmes, #1)",eng,3.95,23541
3852,1937053148,9781937053150.0,Jennifer L. Armentrout,2012.0,Deity,"Deity (Covenant, #3)",eng,4.41,39069
3854,1421527642,9781421527640.0,"Kanoko Sakurakouji, JN Productions, Pancha Diaz",2007.0,"Black Bird, Volume 1","Black Bird, Vol. 01 (Black Bird, #1)",eng,4.08,27196
3857,394402677,9780394402670.0,Ira Levin,1976.0,The Boys from Brazil,The Boys from Brazil,eng,4.05,25448
3858,61056901,9780061056900.0,Terry Pratchett,1994.0,Interesting Times,"Interesting Times (Discworld, #17; Rincewind #5)",en-US,4.17,26733
3859,1416576754,9781416576750.0,Kresley Cole,2008.0,Dark Desires After Dusk,Dark Desires After Dusk (Immortals After Dark #6),en-CA,4.38,35300
3862,451229738,9780451229730.0,"Rachel Caine, Cynthia Holloway",2010.0,Kiss of Death,"Kiss of Death (The Morganville Vampires, #8)",eng,4.22,33464
3863,162704017X,9781627040170.0,Laurelin Paige,2013.0,Fixed on You,"Fixed on You (Fixed, #1)",eng,4.16,37797
3864,759529515,9780759529520.0,"James Patterson, NaRae Lee",2009.0,"Maximum Ride: The Manga, Vol. 1","Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)",eng,4.24,26254
3865,1455806935,9781455806940.0,"Nora Roberts, MacLeod Andrews",2012.0,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)",eng,4.06,26861
3866,156947981X,9781569479810.0,"Lene Kaaberbøl, Agnete Friis",2008.0,Drengen i kufferten,"The Boy in the Suitcase (Nina Borg, #1)",eng,3.6,21666
3867,1594487138,9781594487130.0,Jon Ronson,2015.0,So You’ve Been Publicly Shamed,So You've Been Publicly Shamed,eng,3.91,22484
3869,571215165,9780571215160.0,D.B.C. Pierre,2003.0,Vernon God Little,Vernon God Little,eng,3.58,22284
3870,446667900,9780446667910.0,Michael Connelly,2000.0,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",eng,4.12,25552
3872,684843269,9780684843260.0,Ntozake Shange,1975.0,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf ,for colored girls who have considered suicide/when the rainbow is enuf,en-US,4.27,24288
3873,399175164,9780399175170.0,Nora Roberts,2016.0,The Obsession,The Obsession,eng,4.18,25318
3874,515140872,9780515140870.0,Laurell K. Hamilton,2006.0,"Micah (Anita Blake, Vampire Hunter, #13)","Micah (Anita Blake, Vampire Hunter, #13)",en-US,3.62,37410
3875,451230647,9780451230640.0,Chloe Neill,2010.0,Twice Bitten ,"Twice Bitten (Chicagoland Vampires, #3)",eng,4.23,38287
3876,751525359,9780751525360.0,Patricia Cornwell,2000.0,The Last Precinct,"The Last Precinct (Kay Scarpetta, #11)",eng,3.83,26250
3877,307596850,9780307596860.0,Jennifer Close,2011.0,Girls in White Dresses,Girls in White Dresses,eng,3.12,25167
3878,143039598,9780143039590.0,"Stella Gibbons, Lynne Truss, Roz Chast",1932.0,Cold Comfort Farm,Cold Comfort Farm,eng,3.92,28260
3880,1250109302,9781250109310.0,Sylvia Day,2016.0,One With You,"One with You (Crossfire, #5)",eng,4.04,29564
3883,60735457,9780060735460.0,Christopher Moore,1999.0,The Lust Lizard of Melancholy Cove,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",en-US,3.85,26312
3884,553281747,9780553281740.0,William Gibson,1988.0,Mona Lisa Overdrive,"Mona Lisa Overdrive (Sprawl, #3)",eng,3.97,26410
3886,044022912X,9780440229120.0,Theodore Taylor,1969.0,The Cay,"The Cay (The Cay, #1)",en-US,3.74,25832
3887,671744216,9780671744210.0,Julie Garwood,1992.0,The Secret,The Secret (Highlands' Lairds #1),eng,4.26,32089
3888,316025054,9780316025060.0,Justina Chen,2009.0,North of Beautiful,North of Beautiful,en-US,3.92,32034
3889,014023313X,9780140233130.0,Carol Shields,1993.0,The Stone Diaries,The Stone Diaries,eng,3.84,27989
3891,312364687,9780312364690.0,Beth Harbison,2007.0,Shoe Addicts Anonymous ,"Shoe Addicts Anonymous (Shoe Addict, #1)",eng,3.57,24029
3892,385315147,9780385315140.0,"Peter Høeg, Tiina Nunnally",1992.0,Frøken Smillas fornemmelse for sne,Smilla's Sense of Snow,eng,3.73,25868
3893,60740221,9780060740220.0,Bill Bryson,2007.0,Shakespeare: The World as Stage ,Shakespeare: The World as Stage,en-US,3.79,25343
3894,440235162,9780440235160.0,Nicholas Evans,2001.0,The Smoke Jumper,The Smoke Jumper,eng,4.05,25668
3895,803733569,9780803733560.0,Julia Hoban,2009.0,Willow,Willow,en-US,3.94,28342
3896,743222253,9780743222260.0,Hillary Rodham Clinton,2003.0,Living History,Living History,en-US,3.75,23870
3897,1563898683,9781563898690.0,"Jeph Loeb, Tim Sale",2000.0,Batman: Dark Victory,Batman: Dark Victory,eng,4.11,22838
3898,374105979,9780374105980.0,Edmund de Waal,2009.0,The Hare with Amber Eyes: A Family's Century of Art and Loss,The Hare With Amber Eyes: A Family's Century of Art and Loss,eng,3.85,21885
3901,385742371,9780385742380.0,Lissa Price,2012.0,Starters,"Starters (Starters, #1)",eng,3.91,32143
3902,141654707X,9781416547080.0,Kresley Cole,2008.0,Dark Needs at Night's Edge,Dark Needs at Night's Edge (Immortals After Dark #5),eng,4.32,36250
3903,802133908,9780802133910.0,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",1955.0,Pedro Páramo,Pedro Páramo,eng,4.04,20450
3904,553213156,9780553213160.0,L.M. Montgomery,1939.0,Anne of Ingleside,"Anne of Ingleside (Anne of Green Gables, #6)",en-US,4.05,36641
3906,385340605,9780385340600.0,Harlan Coben,1995.0,Deal Breaker,Deal Breaker (Myron Bolitar #1),eng,3.94,28921
3907,393974995,9780393975000.0,"T.S. Eliot, Michael North",1922.0,The Waste Land,The Waste Land,eng,4.11,29008
3908,1455557102,9781455557100.0,"Heather Cocks, Jessica  Morgan",2015.0,The Royal We,The Royal We,eng,3.8,25312
3909,380815575,9780380815580.0,Julia Quinn,2000.0,The Viscount Who Loved Me,"The Viscount Who Loved Me (Bridgertons, #2)",eng,4.19,35591
3910,078683787X,9780786837880.0,"Dave Barry, Ridley Pearson, Greg Call",2006.0,Peter and the Shadow Thieves,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",en-US,4.15,29555
3912,670018856,9780670018860.0,Jane Green,2008.0,The Beach House,The Beach House,en-US,3.62,25412
3913,057114456X,9780571144560.0,Milan Kundera,1990.0,Nesmrtelnost,Immortality,en-US,4.12,18574
3914,125000098X,9781250000990.0,Jeffrey Archer,2013.0,Best Kept Secret,"Best Kept Secret (The Clifton Chronicles, #3)",eng,3.94,18673
3915,076534825X,9780765348260.0,Robert Charles Wilson,2005.0,Spin,"Spin (Spin, #1)",en-US,4.01,26015
3916,300093055,9780300093060.0,Eugene O'Neill,1956.0,Long Day's Journey Into Night,Long Day's Journey Into Night,eng,4.07,27215
3917,159307056X,9781593070560.0,"Kohta Hirano, Duane Johnson",1998.0,ヘルシング 1,"Hellsing, Vol. 01 (Hellsing, #1)",eng,4.28,23895
3918,842329250,9780842329260.0,"Tim LaHaye, Jerry B. Jenkins",1998.0,Soul Harvest: The World Takes Sides,"Soul Harvest: The World Takes Sides (Left Behind, #4)",en-US,3.95,25675
3919,670061018,9780670061010.0,Laurie Halse Anderson,2007.0,Twisted,Twisted,eng,3.83,29573
3920,751503894,9780751503890.0,Noah Gordon,1986.0,The Physician,"The Physician (Cole Family Trilogy, #1)",eng,4.35,19310
3921,141591561X,9781415915620.0,"Dean Koontz, Kevin J. Anderson, Scott Brick",2005.0,Dean Koontz's Frankenstein: Prodigal Son,"Prodigal Son (Dean Koontz's Frankenstein, #1)",eng,4.01,25871
3922,590316818,9780590316810.0,"Jane Yolen, Mark Teague",2000.0,How Do Dinosaurs Say Goodnight?,How Do Dinosaurs Say Good Night?,eng,4.13,27968
3925,553278002,9780553278000.0,Robert Ludlum,1988.0,The Icarus Agenda,The Icarus Agenda,en-US,3.93,24170
3926,1439123128,9781439123130.0,Kresley Cole,2010.0,Demon From the Dark ,Demon from the Dark (Immortals After Dark #10),eng,4.47,34257
3928,60748125,9780060748130.0,Irvin D. Yalom,1992.0,When Nietzsche Wept: A Novel of Obsession,When Nietzsche Wept,eng,4.25,18054
3929,394574753,9780394574750.0,Cormac McCarthy,1994.0,The Crossing ,"The Crossing (The Border Trilogy, #2)",eng,4.11,21586
3933,393329127,9780393329120.0,Mary Roach,2005.0,Spook: Science Tackles the Afterlife,Spook: Science Tackles the Afterlife,en-US,3.57,26306
